model/no_gan,model/launch_tensorboard,model/gpu,model/dis_noise,enc_loss,model/tb_compare,model/kl_div_loss_weight,model/train_gan_cadence,kl_divergence,model/train_vae_cadence,dis_loss,model/input_repeats,model/dev_step,model/voxel_prob_threshold,elapsed_time,dataset/index,model/tb_dir,generator/pad,model/save_step,generator/verbose,model/learning_rate,model/ll_weight,model/ckpt_dir,model/debug,model/dec_lr,dec_loss,model/voxels_dim,cfg,model/dec_weight,vaegan,model/batch_size,model/epochs,dataset/splits,model/latent_dim,model/recon_loss_weight,dataset/categories,dataset/class,model/keep_prob,reconstruction_loss,model/display_step,model/adaptive_lr,model/verbose,model/enc_lr,log,model/monitor_memory,ll_loss,model/dis_lr
True,True,nan,0,174.3115234375,"[['vae_toilet_nightstand_monitor', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-27_05-27-14/tb']]",0.1,1,241.91281127929688,1,-999.0,1,5,0.065,158.67720991770426,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-04_04-45-24,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-04_04-45-24/cfg.json,100,False,128,100,True,100,10000,['night_stand'],ModelNet10,0.8,0.014977362006902695,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-04_04-45__root.log,True,-999.0,0.0001
True,True,True,0,nan,nan,0.1,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-09_05-30-31,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-09_05-30-31/cfg.json,100,False,128,100,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-09_05-30__root.log,True,nan,0.0001
True,True,nan,0,nan,"[['vae_200epochs_p1kl', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-25_11-05-00/tb']]",0.1,1,nan,1,nan,1,5,0.065,0.21,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-28_15-06-44,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-28_15-06-44/cfg.json,100,False,128,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-28_15-06__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-40-29/tb']]",100,nan,nan,nan,nan,1,10,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_15-31-34,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_15-31-34/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-17_15-31__root.log,True,nan,0.0001
False,True,nan,nan,21992.787109375,"[['first_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-42-35/tb']]",1,nan,0.00012639164924621582,nan,3.5977892875671387,1,2,0.065,341.0124161918958,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,2,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_13-37-24,True,nan,21993.357421875,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_13-37-24/cfg.json,nan,True,32,50,True,100,10000,nan,ModelNet10,0.8,0.057477325201034546,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_13-37__root.log,nan,21992.787109375,nan
True,True,nan,0,96.32442474365234,"[['vae_200epochs_p1kl', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-25_11-05-00/tb']]",0.1,1,244.24929809570312,1,-999.0,1,5,0.065,625.0405106186867,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-26_05-10-08,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-26_05-10-08/cfg.json,100,False,128,201,True,1000,10000,nan,ModelNet10,0.8,0.007203852757811546,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-26_05-10__root.log,True,-999.0,0.0001
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_08-23-33,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_08-23-33/cfg.json,nan,True,32,100,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_08-23__root.log,nan,nan,nan
False,True,nan,0.05,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,10,0.065,0.76,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_15-47-33,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_15-47-33/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-22_15-47__root.log,True,nan,0.0001
False,True,nan,nan,24583.72265625,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,0.004565747454762459,nan,0.2513633370399475,1,2,0.065,23.573650260766346,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,1,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-42-35,True,nan,24584.39453125,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-42-35/cfg.json,nan,True,32,2,True,100,10000,nan,ModelNet10,0.8,0.0658731460571289,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_12-42__root.log,nan,24583.71875,nan
False,True,nan,0.05,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,1,nan,1,nan,1,10,0.065,17.44,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-21_12-02-27,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-21_12-02-27/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,True,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-21_12-02__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-40-29/tb']]",100,nan,nan,nan,nan,1,10,0.065,101.62,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_13-30-06,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_13-30-06/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-17_13-30__root.log,nan,nan,0.0001
True,True,nan,0,nan,"[['vae_toilet_nightstand_monitor', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-27_05-27-14/tb']]",0.1,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-03_01-25-16,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-03_01-25-16/cfg.json,100,False,128,100,True,100,10000,['toilet'],ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-03_01-25__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['first_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-42-35/tb']]",1,nan,nan,nan,nan,1,2,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_07-25-54,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_07-25-54/cfg.json,nan,True,32,50,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-17_07-25__root.log,nan,nan,nan
True,True,nan,0,nan,"[['vae_200epochs_p1kl', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-25_11-05-00/tb']]",0.1,1,nan,1,nan,1,5,0.065,1.23,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-26_17-01-37,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-26_17-01-37/cfg.json,100,False,128,201,True,100,10000,"['bathtub', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-26_17-01__root.log,True,nan,0.0001
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,10,0.065,2.55,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_15-59-10,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_15-59-10/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-22_15-59__root.log,True,nan,0.0001
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-48-39,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-48-39/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_03-48__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,19.96,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_08-26-01,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_08-26-01/cfg.json,nan,True,32,100,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_08-26__root.log,nan,nan,nan
False,True,nan,nan,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,nan,nan,nan,nan,1,10,0.065,0.03,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_18-05-22,False,0.0002,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_18-05-22/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0002,/home/jcworkma/jack/3d-form/src/logs/2019-03-19_18-05__root.log,True,nan,0.0002
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-15-19,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-15-19/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_03-15__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-40-29/tb']]",100,nan,nan,nan,nan,1,10,0.065,0.24,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_15-12-58,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_15-12-58/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-17_15-13__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['first_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-42-35/tb']]",1,nan,nan,nan,nan,1,2,0.065,2.39,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_07-45-05,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_07-45-05/cfg.json,10,True,32,50,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-17_07-45__root.log,nan,nan,0.0001
True,True,True,0,nan,nan,0.1,1,nan,1,nan,1,5,0.065,2.47,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-11_19-49-38,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-11_19-49-38/cfg.json,100,False,16,200,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-11_19-49__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,nan,nan,nan,nan,1,10,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_17-06-50,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_17-06-50/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-19_17-06__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_08-24-00,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_08-24-00/cfg.json,nan,True,32,100,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_08-24__root.log,nan,nan,nan
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,6.73,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_08-48-45,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_08-48-45/cfg.json,nan,True,32,100,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_08-48__root.log,nan,nan,nan
True,True,nan,nan,nan,"[['best', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/best/tb']]",1,nan,nan,nan,nan,1,2,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-15_03-01-42,False,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-15_03-01-42/cfg.json,nan,False,32,10,nan,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-15_03-01__root.log,nan,nan,nan
True,True,nan,0,67.32710266113281,"[['vae_toilet_nightstand_monitor', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-27_05-27-14/tb']]",0.1,1,167.8435821533203,1,-999.0,1,5,0.065,365.1653976122538,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-04_07-56-42,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-04_07-56-42/cfg.json,100,False,128,100,True,100,10000,['monitor'],ModelNet10,0.8,0.005052466411143541,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-04_07-56__root.log,True,-999.0,0.0001
False,True,nan,0,nan,"[['vaegan_logless_loss', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_16-01-54/tb']]",100,1,nan,2,nan,1,5,0.065,2.6,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_07-56-53,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_07-56-53/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_07-56__root.log,True,nan,0.0001
True,True,nan,nan,nan,"[['best', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/2019-03-12_16-36-25/tb']]",1,nan,nan,nan,nan,1,2,0.065,0.08,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,5,True,"[[1, 0.0001], [None, 0.001]]",nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-14_17-17-09,False,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-14_17-17-09/cfg.json,nan,False,128,11,nan,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-14_17-17__root.log,nan,nan,nan
True,True,nan,nan,nan,"[['best', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/best/tb']]",1,nan,nan,nan,nan,1,2,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-15_10-31-51,False,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-15_10-31-51/cfg.json,nan,False,32,10,nan,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-15_10-31__root.log,nan,nan,nan
True,True,nan,0,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,1,nan,1,nan,1,5,0.065,0.75,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_08-19-49,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_08-19-49/cfg.json,100,False,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_08-19__root.log,True,nan,0.0001
True,True,nan,0,nan,nan,0.1,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-08_09-06-25,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-08_09-06-25/cfg.json,100,False,128,100,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-08_09-06__root.log,True,nan,0.0001
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_04-06-01,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_04-06-01/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_04-06__root.log,True,nan,0.0001
False,True,nan,0.05,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,10,0.065,2.01,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_15-45-10,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_15-45-10/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-22_15-45__root.log,True,nan,0.0001
False,True,nan,0.05,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,1,nan,1,nan,1,10,0.065,8.83,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-21_11-44-56,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-21_11-44-56/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-21_11-44__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,nan,nan,nan,nan,1,10,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_13-07-30,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_13-07-30/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-19_13-07__root.log,True,nan,0.0001
