model/no_gan,model/launch_tensorboard,model/gpu,model/dis_noise,enc_loss,model/tb_compare,model/kl_div_loss_weight,model/train_gan_cadence,kl_divergence,model/train_vae_cadence,dis_loss,model/input_repeats,model/dev_step,model/voxel_prob_threshold,elapsed_time,dataset/index,model/tb_dir,generator/pad,model/save_step,generator/verbose,model/learning_rate,model/ll_weight,model/ckpt_dir,model/debug,model/dec_lr,dec_loss,model/voxels_dim,cfg,model/dec_weight,vaegan,model/batch_size,model/epochs,dataset/splits,model/latent_dim,model/recon_loss_weight,dataset/categories,dataset/class,model/keep_prob,reconstruction_loss,model/display_step,model/adaptive_lr,model/verbose,model/enc_lr,log,model/monitor_memory,ll_loss,model/dis_lr
True,True,nan,nan,134.44760131835938,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,1194.3349609375,nan,-999.0,1,2,0.065,164.4384321808815,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa-toilet_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_02-31-22,False,nan,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_02-31-22/cfg.json,nan,False,32,100,True,100,10000,nan,ModelNet10,0.8,318.2716979980469,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_02-31__root.log,nan,nan,nan
False,True,nan,nan,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,nan,nan,nan,nan,1,10,0.065,34.8,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_18-52-57,False,0.0002,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_18-52-57/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0002,/home/jcworkma/jack/3d-form/src/logs/2019-03-19_18-52__root.log,True,nan,0.0002
False,True,nan,0,nan,"[['vaegan_logless_loss', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_16-01-54/tb']]",100,1,nan,2,nan,1,5,0.065,1.48,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_07-44-46,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_07-44-46/cfg.json,100,True,128,201,True,100,10000,nan,ModelNet10,1.0,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_07-44__root.log,True,nan,0.0001
True,True,nan,0,432.90771484375,"[['voxel_vae_toilet_200epochs_1', '/home/jcworkma/jack/3d-form/src/../models/voxel_vae_toilet_200epochs_1/tb']]",100,1,0.001680357614532113,1,-999.0,1,5,0.065,550.6815053105354,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-24_15-16-59,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-24_15-16-59/cfg.json,100,False,128,201,True,100,10000,nan,ModelNet10,0.8,0.04327645152807236,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-24_15-16__root.log,True,-999.0,0.0001
False,True,nan,nan,nan,"[['best_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-40-29/tb']]",100,nan,nan,nan,nan,1,10,0.065,1.01,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-11-39,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-11-39/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-18_13-11__root.log,True,nan,0.0001
True,True,nan,nan,nan,"[['best', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/best/tb']]",1,nan,nan,nan,-999.0,1,2,0.065,214.3880306084951,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,5,True,"[[1, 0.0001], [None, 0.001]]",nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-14_18-13-26,False,nan,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-14_18-13-26/cfg.json,nan,False,32,51,nan,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-14_18-13__root.log,nan,nan,nan
True,True,nan,0,nan,"[['vaegan_logless_loss', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_16-01-54/tb']]",100,1,nan,1,nan,1,5,0.065,0.01,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_08-09-32,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_08-09-32/cfg.json,100,False,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_08-09__root.log,True,nan,0.0001
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,5,0.065,2.79,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-45-35,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-45-35/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_03-45__root.log,True,nan,0.0001
True,True,nan,0,308.454345703125,"[['voxel_vae_toilet_200epochs_1', '/home/jcworkma/jack/3d-form/src/../models/voxel_vae_toilet_200epochs_1/tb']]",10,1,7.594973564147949,1,-999.0,1,5,0.065,552.5079218228658,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-25_01-43-20,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-25_01-43-20/cfg.json,100,False,128,201,True,100,10000,nan,ModelNet10,0.8,0.023268181830644608,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-25_01-43__root.log,True,-999.0,0.0001
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,0.23,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_08-47-47,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_08-47-47/cfg.json,nan,True,32,100,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_08-47__root.log,nan,nan,nan
True,True,True,0,nan,nan,0.1,1,nan,1,nan,1,5,0.065,0.94,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-11_19-48-36,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-11_19-48-36/cfg.json,100,False,16,200,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-11_19-48__root.log,True,nan,0.0001
True,True,nan,0,nan,"[['vae_200epochs_p1kl', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-25_11-05-00/tb']]",0.1,1,nan,1,nan,1,5,0.065,0.72,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-26_17-00-00,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-26_17-00-00/cfg.json,100,False,128,201,True,100,10000,"['bathtub', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-26_17-00__root.log,True,nan,0.0001
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-26-55,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-26-55/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_03-26__root.log,True,nan,0.0001
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,5,0.065,10.99,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-32-51,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_03-32-51/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_03-32__root.log,True,nan,0.0001
False,True,nan,0.05,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,1,nan,1,10,0.065,2.02,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_15-52-04,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_15-52-04/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-22_15-52__root.log,True,nan,0.0001
False,True,nan,nan,11.47442626953125,"[['best_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-40-29/tb']]",100,nan,0.0006988272070884705,nan,5.041445255279541,1,10,0.065,1135.8872816602388,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53,False,0.0001,11.406572341918945,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,0.2669092118740082,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-18_13-12__root.log,True,11404.54296875,0.0001
False,True,nan,nan,nan,"[['best_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-40-29/tb']]",100,nan,nan,nan,nan,1,10,0.065,17.26,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_15-14-00,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_15-14-00/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-17_15-14__root.log,True,nan,0.0001
True,True,nan,0,nan,"[['vae_toilet_nightstand_monitor', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-27_05-27-14/tb']]",0.1,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-03_01-21-55,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-03_01-21-55/cfg.json,100,False,128,100,True,100,10000,['toilet'],ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-03_01-21__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,3.13,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,1,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-32-21,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-32-21/cfg.json,nan,True,32,2,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_12-32__root.log,nan,nan,nan
False,True,nan,nan,nan,"[['first_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-42-35/tb']]",100,nan,nan,nan,nan,1,2,0.065,2.77,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.0001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_07-58-55,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_07-58-55/cfg.json,100,True,32,50,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-17_07-58__root.log,nan,nan,0.0001
False,True,nan,nan,nan,"[['best_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_08-40-29/tb']]",100,nan,nan,nan,nan,1,10,0.065,11.37,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_07-57-03,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_07-57-03/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,0.8,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-18_07-57__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,0.03,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,1,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_10-45-27,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_10-45-27/cfg.json,nan,True,32,2,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_10-45__root.log,nan,nan,nan
True,True,nan,0,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/src/../models/voxel_vae_toilet_200epochs_1/tb']]",1,1,nan,1,-999.0,1,5,0.065,68.17135508060456,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-24_13-57-35,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-24_13-57-35/cfg.json,100,False,128,201,True,100,10000,nan,ModelNet10,0.8,nan,1,False,True,0.001,/home/jcworkma/jack/3d-form/src/logs/2019-03-24_13-57__root.log,True,-999.0,0.0001
False,True,nan,nan,nan,"[['vaegan_100epochs_toilets', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-18_13-12-53/tb']]",100,nan,nan,nan,nan,1,10,0.065,48.93,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,10,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_13-12-21,False,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-19_13-12-21/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-19_13-12__root.log,True,nan,0.0001
True,True,nan,0,498.88665771484375,"[['vaegan_logless_loss', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_16-01-54/tb']]",100,1,0.006401226855814457,1,-999.0,1,5,0.065,5.828264125188192,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_08-11-20,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_08-11-20/cfg.json,100,False,32,201,True,100,10000,nan,ModelNet10,1.0,0.04982488229870796,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_08-11__root.log,True,-999.0,0.0001
False,True,nan,nan,nan,"[['first_vaegan', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-42-35/tb']]",1,nan,nan,nan,nan,1,2,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_07-47-40,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-17_07-47-40/cfg.json,10,True,32,50,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-17_07-47__root.log,nan,nan,0.0001
True,True,nan,nan,167.42608642578125,"[['best', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/best/tb']]",1,nan,631.050048828125,nan,-999.0,1,2,0.065,122.18795876900354,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa-toilet_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-15_12-26-16,False,nan,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-15_12-26-16/cfg.json,nan,False,32,10,True,100,10000,nan,ModelNet10,0.8,484.0001220703125,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-15_12-26__root.log,nan,nan,nan
True,True,True,0,nan,nan,0.1,1,nan,1,nan,1,5,0.065,1.01,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_64_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-09_05-31-20,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-09_05-31-20/cfg.json,100,False,32,100,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-09_05-31__root.log,True,nan,0.0001
True,True,nan,nan,123.4014892578125,"[['best', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/best/tb']]",1,nan,504.1917724609375,nan,-999.0,1,2,0.065,75.42192705869675,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,5,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-15_10-33-37,False,nan,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-15_10-33-37/cfg.json,nan,False,32,10,nan,100,10000,nan,ModelNet10,0.8,352.7322082519531,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-15_10-33__root.log,nan,nan,nan
False,True,nan,0,nan,"[['vaegan_logless_loss', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-22_16-01-54/tb']]",100,1,nan,2,nan,1,5,0.065,9.35,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_07-46-44,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_07-46-44/cfg.json,100,True,128,201,True,100,10000,nan,ModelNet10,1.0,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_07-46__root.log,True,nan,0.0001
True,True,nan,0,51.31956100463867,"[['vae_toilet_nightstand_monitor', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-27_05-27-14/tb']]",0.1,1,160.5635223388672,1,-999.0,1,5,0.065,538.0585437655449,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-03_14-14-26,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-03_14-14-26/cfg.json,100,False,128,100,True,100,10000,['sofa'],ModelNet10,0.8,0.003515437478199601,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-03_14-14__root.log,True,-999.0,0.0001
True,True,nan,0,92.7221450805664,"[['vae_toilet_nightstand_monitor', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-27_05-27-14/tb']]",0.1,1,207.83425903320312,1,-999.0,1,5,0.065,271.6821664015452,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-02_14-38-23,True,0.0001,-999.0,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-02_14-38-23/cfg.json,100,False,128,100,True,100,10000,['toilet'],ModelNet10,0.8,0.0072290971875190735,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-02_14-38__root.log,True,-999.0,0.0001
False,True,nan,0,nan,"[['vaegan_1024_filter_discr', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-20_09-39-05/']]",100,1,nan,2,nan,1,5,0.065,2.01,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_toilet_index.csv,tb,True,2,True,nan,0.001,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_04-23-54,True,0.0001,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-23_04-23-54/cfg.json,100,True,32,201,True,100,10000,nan,ModelNet10,1.0,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-03-23_04-23__root.log,True,nan,0.0001
True,True,nan,0,nan,"[['vae_toilet_nightstand_monitor', '/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-27_05-27-14/tb']]",0.1,1,nan,1,nan,1,5,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_index.csv,tb,True,5,True,nan,1,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-07_09-42-29,True,0.0001,nan,64,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-04-07_09-42-29/cfg.json,100,False,128,100,True,100,10000,"['bathtub', 'bed', 'chair', 'dresser', 'monitor', 'night_stand', 'sofa', 'table', 'toilet']",ModelNet10,0.8,nan,1,False,True,0.0001,/home/jcworkma/jack/3d-form/src/logs/2019-04-07_09-42__root.log,True,nan,0.0001
False,True,nan,nan,nan,"[['best_sofa_and_toilet', '/home/jcworkma/jack/3d-form/models/voxel_vaegan1/modelnet10/2019-03-15_17-08-43/tb']]",1,nan,nan,nan,nan,1,2,0.065,nan,/home/jcworkma/jack/3d-form/src/../data/processed/modelnet10_sofa_index.csv,tb,True,1,True,0.0001,nan,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-18-38,True,nan,nan,32,/home/jcworkma/jack/3d-form/src/../models/voxel_vaegan1/modelnet10/2019-03-16_12-18-38/cfg.json,nan,True,32,2,True,100,10000,nan,ModelNet10,0.8,nan,6000,nan,True,nan,/home/jcworkma/jack/3d-form/src/logs/2019-03-16_12-18__root.log,nan,nan,nan
